Title,Description,Author,Publication Date,ISBN,Pages,Image URL
Le 5e accord toltèque,"Le 5e Accord Toltèque

La voie de la maîtrise de soi

« Comment allez-vous changer le monde ? En changeant votre monde. Le changement commence par vous. » Don Miguel RuizLe succès des Quatre Accords toltèques, best-seller mondial, ne fait que grandir, Mais quoi de plus naturel quand on sait qu'il est en mesure de transformer votre vie en pulvénsant les milliers d'accords restrictifs que vous avez conclus avec vous-même, autrui et la vie elle-même ?
Il est temps maintenant de vous faire un autre cadeau : le Cinquième Accord toltèque.
Bien que composé de mots, sa signification et son intention dépassent largement sa formulation. Avec ce dernier accord, il s'agit de vous offrir le pouvoir du doute afin de voir toute votre réalité avec les yeux de la vérité, sans mots. Vous cheminerez alors vers l'acceptation complète de vous- même, tel que vous êtes, et l'acceptation totale des autres, tels qu'ils sont. Avec pour récompense votre bonheur éternel.",Miguel Ruiz,18 août 2020,9782889533732,215,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTUzMzczMi8zNjExNmNjOTdhNjE4MDA4ODBiNDcyZThmYjAyYzE5ZDc2ZDhhOGEwLmpwZWc=/36116cc97a61800880b472e8fb02c19d76d8a8a0-250-375.jpeg?v=1&w=250&h=375&resize=fit
Je réinvente ma vie,"Avez-vous parfois l'impression que vos proches ne vous aiment pas suffisamment ou ne vous comprennent pas autant que vous le souhaiteriez? Éprouvez-vous un sentiment d'imperfection? Croyez-vous que l'on ne pourrait pas vous accepter tel que vous êtes si l'on vous connaissait vraiment? Si vous vous reconnaissez dans ces questions, c'est que vous êtes sous l'emprise d'un schéma qui vous entraîne à adopter des conduites d'échec. Ce schéma, qui trouve son origine dans votre enfance, influence toute votre vie. Dans cet ouvrage, les auteurs font appel aux ressources innovatrices de la thérapie cognitive dans le but de vous aider à identifier et à modifier vos pensées, vos sentiments et vos comportements inefficaces. Ils décrivent onze schémas fondamentaux, élaborent pour chacun un «test diagnostique» et proposent des méthodes progressives pour vous aider à surmonter vos anciennes blessures et vos croyances nocives. Grâce aux précieux outils présentés dans ce livre, vous obtiendrez des résultats inspirants et vous apprendrez à mieux vous connaître.",Jeffrey E. Young,15 nov. 2018,9782761950756,368,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTk1MDc1Ni81NTAwZGNmOThjNTk2MTUwNThkMzlhNGVhMDk1YTZlNGVmMzc3ZDgwLmpwZWc=/5500dcf98c59615058d39a4ea095a6e4ef377d80-250-375.jpeg?v=1&w=250&h=375&resize=fit
Ces femmes qui pensent trop,"Vous restez éveillée une partie de la nuit en repassant en boucle votre journée ? Vous avez du mal à vous concentrer car les pensées négatives vous envahissent ? Vous avez le sentiment de ne pas pouvoir contrôler votre esprit ?Vous êtes certainement une overthinker, une personne qui ressasse pendant des heures des pensées, des expériences et des sentiments négatifs. Ces prises de tête sont souvent sources de tristesse, de colère, d'anxiété et de dépression.
Sortez de la boucle infernale et retrouvez sérénité et joie de vivre !",Susan Nolen-Hoeksema,17 avr. 2018,9791028510305,285,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAyODUxMDMwNS8xYTMyYjdjNTQ3OGIxODdmNDg3YzRlZjI4NDMyOTRhMTI2ODNlNTFjLmpwZWc=/1a32b7c5478b187f487c4ef2843294a12683e51c-250-375.jpeg?v=1&w=250&h=375&resize=fit
"Dis-moi où tu as mal, je te dirai pourquoi - édition 2022","« Pour la médecine orientale, la maladie témoigne d'un obstacle à la réalisation du Chemin de Vie. La conscience exprime ainsi par des troubles énergétiques générateurs de maladie les entraves à son plein épanouissement. Il paraît donc logique de comprendre les mécanismes psychoénergétiques qui sous-tendent la maladie afin de retrouver l'état de santé.

À ce titre, ce livre représente un parfait manuel pratique à l'usage de tous ceux qui cherchent les clés afin de décoder le langage du corps. À sa lecture, peut-être apprendrons-nous alors à ne plus voir la maladie comme le fait du hasard ou de la fatalité, mais comme un message de notre conscience, de notre être intérieur. Peut-être serons-nous capables de découvrir derrière telle souffrance une maladie « créatrice », un moyen de progression dans notre évolution. »

Docteur Thierry Médynski
Dis-moi où tu as mal, je te dirai pourquoi
Notre corps parle. Encore faut-il savoir l'entendre.Allergies, anorexie, boulimie, cancer, excès de poids, fièvre, inflammations, kystes, lumbago, maux de gorge, d'oreille, de nez, d'yeux, migraine, nodules, sciatique, spasmophilie, tumeurs, vertiges... sont le signe qu'à l'intérieur de nous des tensions plus profondes cherchent à s'exprimer.Ouvrez ce livre, et vous saurez pourquoi.",Michel Odoul,5 janv. 2022,9782226470935,269,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIyNjQ3MDkzNS9hMzdmZGY1MmQ0ZTJmMTBmY2UwMWIzZjI4ZDBkMTFiNWFkNDMxMzk0LmpwZWc=/a37fdf52d4e2f10fce01b3f28d0d11b5ad431394-250-375.jpeg?v=1&w=250&h=375&resize=fit
Les 21 clés de reprogrammation,"Déprogrammez toute énergie à basse vibration et passez au niveau supérieur d'évolution personnelle !
Grâce aux 21 clés éprouvées et approuvées par des milliers de personnes sur la chaîne YouTube que Sandrine Muller anime, vous allez pouvoir déprogrammer vos anciennes croyances, déconstruire votre propension à la dépendance affective et à l'autosabotage, afin de reprogrammer votre être vers la souveraineté.Ce guide vous aidera à déterminer les facteurs qui causent la maladie physique ou émotionnelle pour enfin vous autoriser à passer à autre chose.Vous êtes sur le point de découvrir 21 étapes canalisées par l'auteure, qui constituent un protocole complet de reprogrammation.Chaque rituel est accompagné d'un soin énergétique en audio accessible via QR code. Chaque mot, chaque prière, chaque visualisation va déclencher un changement mental, émotionnel, physique ou au niveau de l'âme.

8 heures de soins énergétiques, rituels et prières audio incluses pour devenir acteur de votre guérison !",Sandrine Muller-Bohard,7 juin 2023,9782017212058,287,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzIxMjA1OC9kYmU4NjY5ZTA2NDY4NmYyMmYyMDY2NGQ0NDIzODBkMzczZjI5NjJhLmpwZWc=/dbe8669e064686f22f20664d442380d373f2962a-250-375.jpeg?v=1&w=250&h=375&resize=fit
La technique des petits bonhommes allumettes,"Cette technique intéressante, simple et efficace a été créée par Jacques Martel en 1993. Elle me permet de me libérer de mes dépendances, de mes peurs et de mes attachements conscients ou inconscients. Celle-ci me permet d'avoir plus de détachement envers une personne ou une situation et de développer davantage d'amour inconditionnel. Il en résulte un plus grand bien-être au quotidien. Le secret de cette technique est qu'elle agit autant sur le conscient que sur le subconscient. Elle devient ainsi un puissant outil de transformation. Son utilisation régulière me permet d'activer des changements positifs dans ma vie. Plusieurs personnes ont témoigné de la grande efficacité de cette technique. Ce livre répond aux questionnements face à cette technique et explique comment l'utiliser, pourquoi elle fonctionne si bien et les nombreuses applications dans différentes situations, par exemple dans la vente ou l'achat de biens, l'amélioration de mes relations avec des conjoints, ex-conjoints, famille, comment attirer l'âme soeur ou l'abondance, etc. Tout cela et bien plus!",Robert Lenghan,6 janv. 2016,9782923364698,186,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjkyMzM2NDY5OC9kY2YwMjAxMjc1MmVjZjk5NTMxMWZlYWNkY2EwM2M2YTQyMTFkMGU1LmpwZWc=/dcf02012752ecf995311feacdca03c6a4211d0e5-250-375.jpeg?v=1&w=250&h=375&resize=fit
Libérez votre cerveau !,"Vous êtes plus intelligent que vous ne le pensez ! C'est ce qu'Idriss Aberkane va vous démontrer grâce à une nouvelle science : la « neuroergonomie ». Vous allez découvrir comment utiliser au mieux votre cerveau à l'école, au travail et dans tous les domaines de votre existence. Ceux qui pensent plus vite, qui se concentrent plus longtemps ou qui ont une mémoire phénoménale n'ont pas un cerveau plus développé que le vôtre. Ils s'en servent juste de façon différente.Pour penser mieux, éduquer mieux, vivre mieux, pas besoin d'être un génie : il suffit d'utiliser les formidables ressources que la nature a mises sous notre crâne. Nous en sommes tous capables.",Idriss J. Aberkane,4 janv. 2018,9782266278577,358,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI2NjI3ODU3Ny8zNmNlYWJhODUxMmJhNTJjNTQyNTFkNDM4NDU3MDhkYWI5NGRhZWM2LmpwZWc=/36ceaba8512ba52c54251d43845708dab94daec6-250-375.jpeg?v=1&w=250&h=375&resize=fit
"Cessez d'être gentil, soyez vrai! (edition illustree)","Vous en avez assez de vous plier en quatre, de ne pas oser dire non, d'être une personne trop timide ou, au contraire, agressive? Détendez-vous! Déployez-vous! Voici la version illustrée du best-seller Cessez d'être gentil, soyez vrai pour tous ceux qui aiment apprendre à mieux vivre ensemble... en s'amusant! Découvrez comment devenir vous-même tout en respectant l'autre, sans culpabilité, sans suradaptation, sans peur du regard de l'autre, sans écraser, ni vous écraser. Votre attitude encouragera les autres à faire de même.  ÊTRE VRAI, C'EST CONTAGIEUX!",Thomas D'Ansembourg,20 mars 2014,9782761938822,152,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTkzODgyMi83YzRmOGQ1MDA4MjMxNDkzZmJkMTQ1ZDdmMmU5YmFmOTA4M2JmYWNjLmpwZWc=/7c4f8d5008231493fbd145d7f2e9baf9083bfacc-250-375.jpeg?v=1&w=250&h=375&resize=fit
"Cessez d'être gentil, soyez vrai ! - 20ème anniversaire","Nous sommes souvent plus habiles à dire leurs quatre vérités aux autres qu'à leur exprimer simplement ce qui se passe en nous. Afin d'acheter la reconnaissance, l'intégration ou un confort apparent, nous avons appris très jeunes à porter un masque qui dissimule ce que nous éprouvons. Cette façon de faire nous coupe toutefois de nous-mêmes et, tôt ou tard, de l'autre. Ainsi s'amorce le cycle d'une violence silencieuse mais dévastatrice, la non-écoute de soi menant avec le temps à la non-écoute des autres et le non-respect de soi, au non-respect de l'autre.Cessez d'être gentil, soyez vrai! est le seau d'eau fraîche qui nous aide à émerger d'une somnolente inconscience. Ayant lui-même contribué à faire connaître la Communication NonViolente dans de nombreux milieux, où elle est aujourd'hui solidement implantée, Thomas d'Ansembourg montre avec clarté comment la tendance à s'ignorer ou à méconnaître ses propres besoins conduit à se faire violence et à reporter sur d'autres cette violence, transformant un phénomène individuel en un véritable enjeu de santé publique.Des milliers de lecteurs l'affirment: ce livre, plein de bienveillance et d'humanité, est un outil majeur de connaissance de soi qui permet de changer significativement la relation à soi et aux autres, et de rendre les conflits féconds. On y trouve une invitation souriante à désamorcer la mécanique de la violence là où elle s'enclenche toujours: dans la conscience et le coeur de chacun.",Thomas D'Ansembourg,8 oct. 2020,9782761955171,296,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTk1NTE3MS85ZTRmZWY3MTQzYTQ0ZjBhMGQ3ZmVmMzgyYzZlOGEyZTlmZDhmNTExLmpwZWc=/9e4fef7143a44f0a0d7fef382c6e8a2e9fd8f511-250-375.jpeg?v=1&w=250&h=375&resize=fit
Messages de vos rêves - 60 cartes pour décrypter votre inconscient et améliorer votre vie,"Vous est-il déjà arrivé de rêver que vous voliez ? que vous tombiez ? que vous perdiez vos dents ? ou encore que vous étiez nu en public ?
Ce coffret contient 60 cartes magnifiquement illustrées qui révèlent la signification des rêves les plus courants. Utilisez ces cartes pour déchiffrer les messages de votre inconscient, trouver des réponses à vos interrogations profondes et apaiser vos inquiétudes. Les rêves sont une source d'inspiration et de créativité ; grâce à eux, vous pourrez mieux vous connaître et agir sur votre vie.",Theresa Cheung,3 juin 2021,9782853277334,,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg1MzI3NzMzNC85ZjBhNDBjMjk1MmM5M2ZlNjBlZGI1ZmVmOGFlMGE0NzQyOTZkMGM2LmpwZWc=/9f0a40c2952c93fe60edb5fef8ae0a474296d0c6-250-375.jpeg?v=1&w=250&h=375&resize=fit
Les quatre accords toltèques,"Les quatre accords toltèques

La voie de la liberté personnelle
Castaneda a fait découvrir au grand public les enseignements des chamans mexicains qui ont pour origine la tradition toltèque, gardienne des connaissances de Quetzalcóatl, le serpent à plumes. Dans ce livre, don Miguel Ruiz révèle la source des croyances limitantes qui nous privent de joie et créent des souffrances inutiles. Il montre en des termes très simples comment on peut se libérer du conditionnement collectif - le « rêve de la planète », basé sur la peur - afin de retrouver la dimension d'amour inconditionnel qui est à notre origine et constitue le fondement des enseignements toltèques.
Les Quatre Accords proposent un puissant code de conduite capable de transformer rapidement notre vie en une expérience de liberté, de vrai bonheur et d'amour. Le monde fascinant de la Connaissance véritable et incarnée est enfin à la portée de chacun.",Miguel Ruiz,9 déc. 2022,9782889537310,117,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTUzNzMxMC9hMzMwZjQ3ZWQwMTMxZDkyZmI5ZjY1YjE1Y2UzYWFmNTA1NzI1ODBkLmpwZWc=/a330f47ed0131d92fb9f65b15ce3aaf50572580d-250-375.jpeg?v=1&w=250&h=375&resize=fit
"Moi, j'y crois - Mes anges, mes guides, mes prémonitions","Moi, j'y crois

« Vous est-il déjà arrivé de faire un rêve puis de le voir s'accomplir dans la réalité ?De constater que les prédictions d'une voyante se sont réalisées ?D'avoir des intuitions troublantes ?De vous tourner vers la médiumnité, l'astrologie ou la numérologie, et d'y trouver des éclaircissements ?D'entrer en relation avec des êtres chers disparus ?D'avoir la sensation que, malgré le danger qui se présente, vous allez vous en tirer, car votre heure n'est pas encore arrivée ?De penser que la mort n'est pas une fin ?
Moi, tout cela m'est arrivé ! »
Pour la première fois, Nathalie Marquay-Pernaut se livre à coeur ouvert sur la relation très forte qui la lie à ses âmes, à ses anges gardiens et à ses guides. Une relation qui l'aide à passer les épreuves de la vie jour après jour, et qui participe ainsi au bonheur.Pour nous aider à y croire, nous aussi.",Nathalie Marquay-Pernaut,16 sept. 2021,9782813225344,204,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIyNTM0NC81ZTQ4YjdiODFiZTlhMDIzMGUwZmJjZmIwMWUyMTNlYzdiNTJlMzQ1LmpwZWc=/5e48b7b81be9a0230e0fbcfb01e213ec7b52e345-250-375.jpeg?v=1&w=250&h=375&resize=fit
Mon cerveau est hyper - Haut potentiel et Hypersensibilité,"Vous êtes fatigué de ne pas pouvoir vous empêcher de penser à tout et en toutes circonstances. Vous êtes anxieux et en permanence assailli d'émotions dont le contrôle capte toute votre énergie. Vous êtes à bout et craignez le burnout.
En un mot : vous sentez bien que vous ne fonctionnez pas comme les autres...Peut-être avez-vous un cerveau Hyper, dans son volet intellectuel (haut potentiel) ou hypersensible !C'est déjà bien de le savoir, mais après : que faire ?
Ce livre est le guide qui répondra à vos questions :

pour comprendre ce qui se passe dans votre cerveau et pourquoi vous êtes spécial ;
pour mettre en place des moyens d'action concrets.
Des outils à utiliser quand ça ne va pas, pour calmer votre tête et réguler votre corps, des méthodes pour reprogrammer vos comportements et gérer le stress, des techniques pour modérer vos émotions et vous reconnecter à vos besoins, etc.",Cathy Assenheim,20 oct. 2020,9782807330306,191,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgwNzMzMDMwNi8wOTlkZTc1YTQxN2VkMjMyNWU5ODE2MDMwNjZjNjIyOTQ2MzNlOGRjLmpwZWc=/099de75a417ed2325e981603066c62294633e8dc-250-375.jpeg?v=1&w=250&h=375&resize=fit
Numérologie,"Vous vous posez des questions, telles que :

Mon être profond est-il en phase avec mes actions, mon métier, ma vie privée ?


Mes aspirations sont-elles satisfaites ?


Mes talents sont-ils bien utilisés, compris, acceptés ?


Pourquoi est-ce que je bute toujours sur les mêmes obstacles ?

Vous avez essayé de comprendre, d'analyser, de traiter votre situation par tous les moyens possibles ; vous vous êtes fait aider ; vous en avez parlé autour de vous... Mais vous êtes-vous intéressé à la numérologie et aux réponses techniques, précises, objectives, qu'elles pouvait vous apporter ? Aviez-vous conscience que les nombres et les lettres qui vous définissent guidaient votre vie quotidienne ?Si vous êtes ouvert à l'expérience de la numérologie, ce livre est fait pour vous ! Il sera désormais votre compagnon de route. Utilisez-le comme un outil de découverte de soi, de compréhension des émotions qui vous guident et vous aidera à vous recentrer sur l'essentiel. La méthodologie proposée dans cet ouvrage va vous y aider concrètement.L'association de la réflexion de Didier Durandy à la maîtrise de l'outil de la numérologie de Lydie Castells a contribué à la création de ce livre unique, accessible, permettant de construire facilement son arbre de vie.",Lydie Castells,23 nov. 2017,9782212567441,310,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMjU2NzQ0MS9lOGNiYjdmNTlmNjIyNmY2MDIwYTY2YWFmMTgwMDliNDY0ZTdkODU0LmpwZWc=/e8cbb7f59f6226f6020a66aaf18009b464e7d854-250-375.jpeg?v=1&w=250&h=375&resize=fit
Les trois vagues de volontaires et la nouvelle terre,"Dans cet ouvrage culte, Dolores Cannon propose une explication au phénomène récent des nouvelles âmes incarnées sur Terre. Très avancées spirituellement, elles ont beaucoup de mal à trouver leurs marques dans la densité si lourde de la Terre. Ce sont toutes des volontaires en mission de sauvegarde de la Terre. Ces volontaires sont venus aider celle-ci à augmenter ses vibrations et sa fréquence pour lui permettre d'accéder à une nouvelle dimension. Dolores Cannon nous explique aussi pourquoi nous ne fonctionnons qu’avec une conscience limitée sur Terre et nous dévoile le rôle fondamental de notre Moi supérieur pour appréhender notre évolution en ces périodes troubles pour la planète.",Dolores Cannon,17 août 2022,9782017200277,672,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzIwMDI3Ny8wMWUyZWIzNzAyMDZmZDAzZmVhZmM3NzA4OThlZjA2NjQ3OGFlNDVhLmpwZWc=/01e2eb370206fd03feafc770898ef066478ae45a-250-375.jpeg?v=1&w=250&h=375&resize=fit
Le petit livre du Kamasutra,"Le petit livre du Kama Sutra
Réchauffez votre vie amoureuse avec cette collection de plus de 30 positions sexuelles renversantes, inspirées du classique de la littérature orientale érotique.Des positions lentes à celles sensuelles, en passant par celles taquines et fun, ce livre présente tous les classiques ainsi que de nouvelles positions aventureuses à essayer. Vous ne voudrez plus jamais revenir au Missionnaire !",Sadie Cayman,25 sept. 2019,9782017092247,91,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzA5MjI0Ny85MWU0N2Q1MWE1ZDg0YmM5YmI0YWVmMjE2MGFlNDRhZjdmODFiMjYyLmpwZWc=/91e47d51a5d84bc9bb4aef2160ae44af7f81b262-250-375.jpeg?v=1&w=250&h=375&resize=fit
"Suis ton âme, elle connaît le chemin","Quelle est votre mission de vie ?  Quel contrat votre âme a-t-elle scellé avant de s’incarner? Comment les épreuves vous révèlent ?À travers la rencontre avec 10 âmes de l’au-delà, 2 médiums  nous livrent un témoignage inédit  sur la survivance de l’âme.  Virginie et Violette sont médiums.  Elles voient, entendent et ressentent le monde de l’au-delà  et communiquent avec des êtres de lumière devenus leurs guides. Un jour, ils leur con ent une mission particulière :  recueillir les témoignages de dix défunts sur leur parcours sur Terre.  « Je vais vous présenter di érents êtres qui viendront  vous raconter leurs expériences de vie sur Terre.  Ils ne sont plus incarnés depuis un bon moment.  Vous pourrez engager une discussion  avec eux, leur poser des questions ».  Réincarnation, liens karmiques, âmes sœurs, plan de vie,  mission d’âme, signes et synchronicités, guides et défunts, passage dans l’au-delà…À travers ces récits forts en émotions, les âmes défuntes nous livrent de nombreux enseignements riches de sens.",Violette Germont,21 sept. 2022,9782017200208,408,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAxNzIwMDIwOC83N2Q1NTZkMmI3YTI2NjExZGFlZWE0ZWM3ODJiOWZjMTQxODUzYzc5LmpwZWc=/77d556d2b7a26611daeea4ec782b9fc141853c79-250-375.jpeg?v=1&w=250&h=375&resize=fit
La maîtrise de l'amour,"La maîtrise de l'amour

Apprendre l'art des relations
Dans cet ouvrage fondateur, don Miguel Ruiz met en lumière les croyances et suppositions fondées sur la peur, qui sapent notre capacité à aimer, créant conflits et souffrances dans nos relations. À l'aide d'histoires et d'allégories puissantes donnant vie à son message, le célèbre maître spirituel nous indique comment guérir nos blessures émotionnelles, comment recouvrer la liberté et la joie, qui sont nos droits de naissance, ainsi que l'esprit du jeu, indispensable pour établir des relations d'amour",Miguel Ruiz,9 mars 2022,9782889535958,174,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg4OTUzNTk1OC8zNTg0MTBkOWIxYzFjODliMzNkZjk0Zjc2MTc1Yzc4OTQ4OGE5NGQwLmpwZWc=/358410d9b1c1c89b33df94f76175c789488a94d0-250-375.jpeg?v=1&w=250&h=375&resize=fit
Rompre avec soi-même,"Nos gènes ne nous condamnent pas à vivre une certaine forme d'existence. Une nouvelle science permet à tous les êtres humains de créer la réalité qu'ils souhaitent.
Joe Dispenza, auteur, conférencier, chercheur et chiropraticien reconnu, unit les domaines de la physique quantique, des neurosciences, de la chimie cérébrale, de la biologie et de la génétique pour nous montrer comment nous pouvons interagir
sur notre ADN.Vous découvrirez dans ce livre comment modifier tous les aspects de votre personnalité, et comment utiliser les instruments permettant d'effectuer des changements significatifs dans n'importe quelle sphère de votre vie. Une fois que vous aurez modifié certains aspects de vous-même, votre vie sera transformée à jamais.Joe Dispenza démystifie les fausses croyances, comble le fossé existant entre la science et la spiritualité et révolutionne notre vision de l'existence et notre connaissance du cerveau.",Joe Dispenza,27 mai 2020,9782813222602,347,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIyMjYwMi8xMmFjZDBhNDRkM2FlMjMzNWU2YWRlYjk4ZGU5OWFlYjBiMGZiYjY2LmpwZWc=/12acd0a44d3ae2335e6adeb98de99aeb0b0fbb66-250-375.jpeg?v=1&w=250&h=375&resize=fit
